x,y,cell_id,postcode,county,town,suburb,road,box_1,box_2,box_3,box_4
-2.1320135,53.5465141,7.777011701592969e+18,OL9 6NB,Greater Manchester,Chadderton,Busk,Mars Street,53.5450807,53.5466908,-2.1329783,-2.1313827
-2.132078,53.5671871,5.228785206880368e+18,OL2 5TN,Greater Manchester,Royton,Unknown,Denbydale Way,53.5671782,53.5676333,-2.1315418,-2.1308123
-2.1289131,53.5195524,-8.354763461314862e+18,OL8 3SH,Greater Manchester,Oldham,Lime Side,First Avenue,53.5182794,53.5204583,-2.1296297,-2.1264152
-2.1078555,53.5420442,-1.8326800524231764e+18,OL1 3ST,Greater Manchester,Royton,Oldham Edge,Yorkshire Street,53.5422595,53.5423595,-2.108506,-2.108406
-2.1079105,53.5636161,-2.364668752843958e+18,OL2 6JR,Greater Manchester,Oldham,Shaw Edge,Penryn Avenue,53.5629795,53.5649167,-2.1104768,-2.1075371
-2.1079472,53.5779974,1.333571485644727e+18,OL2 7DP,Greater Manchester,Shaw,High Crompton,Surrey Avenue,53.5779493,53.5798684,-2.1116065,-2.107526
-2.1275755,53.5761803,4.198225006077901e+18,OL2 6TN,Greater Manchester,Oldham,Unknown,Borrowdale Close,53.5757528,53.5766597,-2.1286165,-2.1260319
-2.1274834,53.5456202,-4.3375091213459553e+18,OL9 6BX,Greater Manchester,Chadderton,Busk,Kirkbank Street,53.5448449,53.5452045,-2.1282427,-2.1275259
-2.1275511,53.5680909,3.6153264917499336e+18,OL2 5RH,Greater Manchester,Royton,Unknown,Leyburn Avenue,53.5680359,53.568043,-2.1280524,-2.1271604
-2.1275673,53.5734839,1.0391049803716104e+18,OL2 6TU,Greater Manchester,Royton,Oozewood,Fir Bank Road,53.5735899,53.5747756,-2.1283483,-2.1243733
-2.1034208,53.579799,5.748984005040257e+18,OL2 7BS,Greater Manchester,Oldham,Shaw and Crompton,Rochdale Road,53.5797019,53.5798019,-2.1029378,-2.1028378
-2.1259555,53.5393299,1.2274465082068877e+18,OL9 6TH,Greater Manchester,Chadderton,Werneth,Bankside Close,53.5392288,53.539699,-2.1260372,-2.1256398
-2.1259609,53.5411276,5.490233301918801e+18,OL9 6HY,Greater Manchester,Royton,Coldhurst,Oldham Way,53.5399752,53.5419619,-2.1258264,-2.1234334
-2.1259849,53.5492171,9.807256545359192e+17,OL1 2NL,Greater Manchester,Royton,Busk,Cottam Street,53.5485283,53.5505345,-2.1285481,-2.125315
-2.1245603,53.5779812,-4.118073793068231e+18,OL2 6SX,Greater Manchester,Oldham,Shaw and Crompton,Buttermere Grove,53.5780571,53.5782746,-2.1254488,-2.1244904
-2.1245021,53.558207,1.3700143492872627e+18,OL2 5DB,Greater Manchester,Royton,Royley,Savoy Drive,53.558261,53.5587794,-2.1268311,-2.1246069
-2.122956,53.5456249,-4.111401167969356e+18,OL1 2EF,Greater Manchester,Royton,Coldhurst,West End Street,53.5453256,53.5466536,-2.1233248,-2.1229404
-2.1229612,53.5474226,-3.127967543041567e+18,OL1 2EL,Greater Manchester,Royton,Coldhurst,Davies Street,53.5473984,53.5483687,-2.1244369,-2.1227243
-2.1003787,53.5708133,-8.395667203893926e+18,OL2 8SW,Greater Manchester,Oldham,Shaw Side,Cowlishaw Lane,53.5709182,53.5717714,-2.1019252,-2.0985456
-2.1229638,53.5483214,9.159478058218867e+18,OL1 2HJ,Greater Manchester,Royton,Coldhurst,Ward Street,53.5478404,53.5487041,-2.122672,-2.121736
-2.1214494,53.5465253,8.52465694347565e+18,OL1 2EB,Greater Manchester,Royton,Coldhurst,Clarkwell Close,53.5463475,53.546719,-2.1219163,-2.1214559
-2.1214881,53.5600077,7.025373535464589e+17,OL2 5DH,Greater Manchester,Royton,Royley,Broadway,53.5599047,53.5605733,-2.1233575,-2.1205125
-2.0988288,53.5537368,-8.280374368207827e+18,OL1 4TB,Greater Manchester,Oldham,Heyside,Goodwood Drive,53.5533713,53.5550251,-2.099092,-2.0985027
-2.1199632,53.5546163,3.116591577009884e+18,OL2 6AE,Greater Manchester,Royton,Coldhurst,St Phillip's Drive,53.5548449,53.5550932,-2.1204601,-2.1168071
-2.1199708,53.5573128,4.2496984229921695e+18,OL2 6BA,Greater Manchester,Royton,Coldhurst,Campania Street,53.5569606,53.5575007,-2.1205566,-2.1153408
-2.1215527,53.5824784,2.9763276233357696e+18,OL2 7LW,Greater Manchester,Shaw,High Crompton,Thornham Road,53.5813919,53.5824293,-2.1243455,-2.1103547
-2.1199836,53.5618069,3.759355778356985e+18,OL2 6BU,Greater Manchester,Royton,Royley,Oldham Road,53.5626168,53.5627168,-2.1198965,-2.1197965
-2.1185469,53.5878744,8.050923145804768e+18,OL2 7BS,Greater Manchester,Oldham,Shaw and Crompton,Rochdale Road,53.587822,53.587922,-2.1186082,-2.1185082
-2.1184412,53.5501236,-1.3952990613562616e+18,OL1 2PF,Greater Manchester,Royton,Coldhurst,Unknown,53.549897,53.5500946,-2.1194519,-2.1180544
-2.1169766,53.5663041,8.531077100596201e+18,OL2 6RT,Greater Manchester,Oldham,Shaw Edge,Pennine View,53.5666406,53.5680359,-2.1174245,-2.1121201
-2.1170213,53.582483,-2.47034716783805e+18,OL2 7LZ,Greater Manchester,Shaw,Shaw and Crompton,Ashdown Way,53.5826642,53.5826908,-2.1180007,-2.1168401
-2.1168897,53.534845,6.371157513748913e+18,OL8 1BY,Greater Manchester,Chadderton,The Coppice,Tweed Close,53.5343321,53.5353469,-2.1175619,-2.1161255
-2.0897704,53.5528452,-4.595862651562559e+18,OL1 4NJ,Greater Manchester,Oldham,Heyside,Tennyson Street,53.5521653,53.5535666,-2.0912281,-2.0885929
-2.1139472,53.5627117,9.339698607866765e+17,OL2 6EL,Greater Manchester,Oldham,Shaw Edge,Turfland Avenue,53.5623991,53.5633873,-2.1158198,-2.1129659
-2.0853075,53.5852063,-3.8982102099780086e+18,OL2 8DL,Greater Manchester,Shaw,Clough,George Street,53.584848,53.584948,-2.085624,-2.085524
-2.11249,53.5824873,3.9075346472746045e+18,OL2 7LG,Greater Manchester,Shaw,High Crompton,Maple Close,53.5825243,53.582929,-2.1128694,-2.1122218
-2.2430418,53.4330853,6.957310206042221e+18,M20 1FP,Greater Manchester,Unknown,West Didsbury,Minehead Avenue,53.4331357,53.4332357,-2.2435748,-2.2434748
-2.2355261,53.4348981,4.2394819209740856e+18,M20 3HU,Greater Manchester,Unknown,Withington,Hough Road,53.4347896,53.4354241,-2.2359878,-2.2353312
-2.2355958,53.4474819,5.410327202688686e+18,M14 7PY,Greater Manchester,Unknown,Fallowfield,Platt Lane,53.4476757,53.4477625,-2.2359088,-2.2357638
-2.2340407,53.4384964,-6.837020209379975e+18,M20 1GQ,Greater Manchester,Unknown,Withington,Pickmere Avenue,53.4383446,53.4388392,-2.2340545,-2.2337043
-2.2340654,53.4429907,7.149083165034964e+17,M14 7DS,Greater Manchester,Unknown,Withington,Radstock Close,53.4429761,53.4430357,-2.2341574,-2.2340188
-2.2325501,53.4411959,-5.409724307345446e+18,M21 7TE,Greater Manchester,Unknown,Fallowfield,Fallowfield Loop,53.4405256,53.4415427,-2.2501145,-2.2229025
-2.2328849,53.5023169,2.9584898668799596e+18,M8 8XU,Greater Manchester,Unknown,Cheetham Hill,Unknown,53.5022425,53.5022575,-2.2328085,-2.2323237
-2.2310496,53.4420977,-3.904399913383963e+18,M14 6GT,Greater Manchester,Unknown,Withington,Mallowdale Avenue,53.4421296,53.4422086,-2.2310917,-2.2310126
-2.2295248,53.4385052,5.490546867625473e+18,M14 6AT,Greater Manchester,Unknown,Withington,Rose Cottage Road,53.4378103,53.4390118,-2.2301209,-2.229166
-2.2295442,53.4421006,-6.844104792376127e+18,M14 6FE,Greater Manchester,Unknown,Fallowfield,Caxton Road,53.442059,53.4421479,-2.2294706,-2.229335
-2.229753,53.4807507,-5.113238427436041e+18,M1 2ER,Greater Manchester,Unknown,City Centre,Rochdale Canal Tow Path,53.4800693,53.4801693,-2.2304751,-2.2303751
-2.2267153,53.4762623,8.723058116018153e+17,M1 2PZ,Greater Manchester,Unknown,City Centre,Travis Street,53.4760342,53.4763669,-2.2305373,-2.2262749
-2.2250278,53.4421092,6.096227417914675e+18,M14 7DP,Greater Manchester,Unknown,Fallowfield,Chervil Close,53.4420049,53.4420854,-2.2251139,-2.2249781
-2.2250326,53.443008,7.983663374269702e+17,M14 7DP,Greater Manchester,Unknown,Fallowfield,Chervil Close,53.4426113,53.4426924,-2.2254078,-2.2252692
-2.2253661,53.5059267,-8.169434822984582e+18,M9 5TG,Greater Manchester,Unknown,Cheetham Hill,Hendham Vale,53.5041021,53.5060666,-2.2255541,-2.2244515
-2.2235743,53.4519993,8.229687098762861e+18,M14 5XB,Greater Manchester,Unknown,Fallowfield,Bembridge Close,53.451549,53.452403,-2.2240663,-2.2238528
-2.2220216,53.4430137,-9.912301104290861e+17,M14 6JP,Greater Manchester,Unknown,Fallowfield,Wilbraham Road,53.4431079,53.4432801,-2.2222628,-2.2220346
-2.2220638,53.4511033,-8.784078499380244e+18,M14 5LN,Greater Manchester,Unknown,Fallowfield,Wilmslow Road,53.451093,53.451193,-2.2220051,-2.2219051
-2.2190569,53.4520077,3.409504150950241e+18,M14 5HF,Greater Manchester,Unknown,Fallowfield,Moon Grove,53.4515438,53.4523443,-2.2194814,-2.2188682
-2.219094,53.4591984,6.89087403858247e+18,M13 0EW,Greater Manchester,Unknown,Ardwick,Hathersage Road,53.4594444,53.4595444,-2.219289,-2.219189
-2.219247,53.48886,-6.521060827134879e+18,M40 7JT,Greater Manchester,Unknown,Collyhurst,Small Ridge Close,53.4886374,53.4890231,-2.219429,-2.2179999
-2.2176938,53.4798744,7.73809531614932e+18,M4 7EL,Greater Manchester,Unknown,Beswick,Snell Street,53.4795877,53.4803377,-2.2185012,-2.2175179
-2.216059,53.4547097,-7.072716896338862e+18,M14 5LY,Greater Manchester,Unknown,Rusholme,Hadfield Close,53.4541604,53.4548099,-2.2166895,-2.2155156
-2.2161047,53.4636981,-1.0691299612362108e+18,M13 9GU,Greater Manchester,Unknown,Ardwick,Markfield Avenue,53.4623236,53.464195,-2.2163452,-2.2112198
-2.2145803,53.4601054,-2.7892286836913526e+18,M13 0EW,Greater Manchester,Unknown,Ardwick,Hathersage Road,53.4597629,53.4598435,-2.2147064,-2.2146048
-2.2130923,53.4637035,-9.047134745425949e+18,M13 9GU,Greater Manchester,Unknown,Ardwick,Markfield Avenue,53.4623236,53.464195,-2.2163452,-2.2112198
-2.2115458,53.4556166,7.934223813782853e+17,M14 5PZ,Greater Manchester,Unknown,Rusholme,Scarsdale Road,53.4551124,53.4586834,-2.21178,-2.2117687
-2.2115503,53.4565154,-3.460602531935848e+18,M14 5DW,Greater Manchester,Unknown,Longsight,Berkeley Avenue,53.4564849,53.456485,-2.2117748,-2.2101563
-2.2085957,53.4682057,4.2975036104130606e+18,M12 5LQ,Greater Manchester,Unknown,Ardwick,Rostron Avenue,53.4676159,53.4686665,-2.2087088,-2.2049632
-2.2070718,53.4646129,-3.625986114183308e+18,M12 4WP,Greater Manchester,Unknown,Longsight,Burdett Way,53.4644053,53.4647944,-2.2072097,-2.2067584
-2.2056351,53.478997,-7.038881787769183e+17,M11 3WH,Greater Manchester,Unknown,Beswick,Burbridge Close,53.4791089,53.4791164,-2.2061382,-2.2050374
-2.2026216,53.4790021,2.5800643314499026e+18,M11 3QP,Greater Manchester,Unknown,Beswick,Blackrock Street,53.4790449,53.4794408,-2.204384,-2.2026206
-2.2015159,53.5634949,7.127443330461616e+18,M24 6HS,Greater Manchester,Middleton,Unknown,Tintern Road,53.5622929,53.5643782,-2.20179,-2.1935858
-2.1965988,53.479911,7.73776624106e+18,M11 3DJ,Greater Manchester,Unknown,Beswick,Dewar Close,53.4796649,53.4797313,-2.1970119,-2.1965602
-2.1966279,53.4862029,-8.739805003930413e+18,M11 4DY,Greater Manchester,Unknown,Beswick,Stuart Street,53.4862916,53.4863916,-2.1962411,-2.1961411
-2.1952614,53.5167658,3.133030811295895e+18,M40 9PJ,Greater Manchester,Unknown,Moston,Wharfedale Avenue,53.516399,53.5170996,-2.19684,-2.1950494
-2.1922127,53.50958,6.048465724094119e+18,M40 5EF,Greater Manchester,Unknown,Moston,Oscar Street,53.5083961,53.5094859,-2.192244,-2.1896793
-2.190721,53.5131777,5.959408965618e+18,M40 9LT,Greater Manchester,Unknown,Moston,Athlone Avenue,53.5127754,53.5130817,-2.1913359,-2.1906836
-2.1908261,53.5365474,-2.8322930504370456e+16,M24 1HL,Greater Manchester,Middleton,Unknown,Warwick Close,53.5366427,53.5367957,-2.1916248,-2.1903974
-2.1875302,53.4736337,8.662873459392265e+18,M11 2NA,Greater Manchester,Unknown,Beswick,Ashton Old Road,53.4738767,53.4739767,-2.1876444,-2.1875444
-2.1875937,53.4880151,5.692036822790376e+18,M11 4FR,Greater Manchester,Unknown,Newton Heath,Unknown,53.4862543,53.4883459,-2.1878188,-2.1865437
-2.1876494,53.5005988,-6.353819036544942e+18,M40 2FW,Greater Manchester,Unknown,Newton Heath,Harold Priestnall Close,53.5011552,53.5022235,-2.1873479,-2.1861415
-2.1860709,53.4844221,-7.966335218536306e+18,M11 4FE,Greater Manchester,Unknown,Beswick,Bamford Street,53.484311,53.4853756,-2.1883587,-2.1853654
-2.1816,53.496114,-2.2710573547216448e+18,M40 2SF,Greater Manchester,Unknown,Newton Heath,Debenham Avenue,53.4953989,53.496235,-2.1815009,-2.1807177
-2.1817194,53.5239779,-6.315366859044723e+17,M9 7FN,Greater Manchester,Unknown,New Moston,Kilmaine Avenue,53.5232542,53.5239367,-2.1833587,-2.1821464
-2.1801957,53.5203848,3.538042341422913e+18,M40 5QP,Greater Manchester,Unknown,New Moston,Shawford Road,53.5201943,53.521339,-2.1821783,-2.1790586
-2.180341,53.5545404,8.180569540881488e+18,M24 2NJ,Greater Manchester,Middleton,Stanycliffe,Hereford Way,53.5544101,53.5595866,-2.1824128,-2.1743814
-2.1786193,53.5042081,-6.693095652207976e+18,M40 1EP,Greater Manchester,Unknown,Newton Heath,Eagar Street,53.5034019,53.504391,-2.178935,-2.1785166
-2.1786383,53.5087022,-6.368936637907931e+18,M40 3NE,Greater Manchester,Unknown,New Moston,The Fairway,53.5082251,53.517685,-2.1805813,-2.1721322
-2.1786496,53.5113987,1.6288848809632855e+18,M40,Greater Manchester,Unknown,Moston,The Links,53.5100186,53.5134346,-2.1793914,-2.1757247
-2.1786951,53.5221847,6.767968064777214e+18,M40 5QY,Greater Manchester,Unknown,New Moston,Colgrove Avenue,53.5217338,53.5221037,-2.1807582,-2.1790416
-2.1756859,53.5239869,9.083994246626099e+18,M40 0HD,Greater Manchester,Unknown,New Moston,Brentnor Road,53.5230637,53.5245339,-2.1761018,-2.1751899
-2.1756897,53.5248857,-3.3948751514579564e+18,M40 0HA,Greater Manchester,Unknown,New Moston,Lightbowne Road,53.5246873,53.5247873,-2.176054,-2.175954
-2.175794,53.550053,6.311828114638804e+18,M24 2EQ,Greater Manchester,Middleton,Stanycliffe,Elm Street,53.5499011,53.5500011,-2.1767875,-2.1766875
-2.1741517,53.5176973,-3.3974323671136384e+18,M40 0DY,Greater Manchester,Unknown,New Moston,Unknown,53.5173581,53.517937,-2.1756889,-2.1737723
-2.1725851,53.5033181,2.1058620343803727e+18,M35 0LH,Greater Manchester,Failsworth,Unknown,Barons Court,53.5035678,53.5041177,-2.1727337,-2.1719362
-2.1726656,53.5230925,4.5193687481779e+18,M40 0JS,Greater Manchester,Unknown,New Moston,Gisburne Avenue,53.5228583,53.522895,-2.1726267,-2.1721176
-2.1727608,53.5464621,1.573146017309834e+18,M24 2EW,Greater Manchester,Middleton,Unknown,Tonge Roughs,53.5461764,53.5465929,-2.1739997,-2.1730461
-2.1695016,53.4862445,-5.752398009173865e+18,M11 4LF,Greater Manchester,Unknown,Unknown,Unknown,53.4860503,53.4867153,-2.1702772,-2.169559
-2.1696165,53.5150073,6.951866664650233e+18,M40 3NW,Greater Manchester,Unknown,New Moston,Broadway,53.5147731,53.5148731,-2.1696639,-2.1695639
-2.1696381,53.5204003,5.029538567728294e+18,M40 3LR,Greater Manchester,Unknown,New Moston,Chatwood Road,53.5200068,53.5216064,-2.1702559,-2.1692019
-2.1696417,53.5212991,8.928670116989653e+18,M40 3LE,Greater Manchester,Unknown,New Moston,Mandley Avenue,53.5213051,53.5213927,-2.1700574,-2.1696605
-2.1666393,53.5248987,-7.845016678028052e+18,OL9 9PA,Greater Manchester,Failsworth,Nimble Nook,Owler Lane,53.5252947,53.5253947,-2.1661912,-2.1660912
-2.1667136,53.5437742,-7.896768846235133e+18,OL9 9TW,Greater Manchester,Oldham,Nimble Nook,Birchwood,53.5419959,53.5454687,-2.1667597,-2.1639007
-2.1650924,53.5150136,5.122678446714273e+18,M40 3PN,Greater Manchester,Unknown,New Moston,Repton Avenue,53.5148102,53.5156958,-2.1651636,-2.1645177
-2.163574,53.5123192,6.712131610486801e+18,M35 0DN,Greater Manchester,Failsworth,Holt Lane End,Hale Lane,53.5117072,53.5118072,-2.1637706,-2.1636706
-2.1605683,53.5150198,-8.352046616485993e+18,M40 3ST,Greater Manchester,Unknown,New Moston,Belgrave Road,53.5145293,53.5174383,-2.1613719,-2.1559646
-2.1605785,53.5177163,7.338693358164824e+18,M40 3RH,Greater Manchester,Unknown,New Moston,Hawthorn Road,53.5176774,53.5193024,-2.1613886,-2.1576546
-2.1605921,53.5213116,2.1924178939632983e+18,M40 3RX,Greater Manchester,Failsworth,Nimble Nook,Scholes Drive,53.5203619,53.5217725,-2.1652128,-2.1607968
-2.1590974,53.524909,-5.160409641654909e+17,OL9 8AT,Greater Manchester,Failsworth,Nimble Nook,Ryecroft Close,53.5253483,53.525886,-2.1591696,-2.1589036
-2.1593611,53.5950176,8.12373213772257e+18,OL11 2RH,Greater Manchester,Rochdale,Sudden,Waterloo Road,53.5943328,53.5951029,-2.1593248,-2.1592122
-2.157686,53.5509771,-3.007115979108016e+18,OL9 0PN,Greater Manchester,Chadderton,Chadderton Fold,Ribble Avenue,53.550213,53.5508416,-2.1604631,-2.1577346
-2.1561833,53.5527767,-8.190116864182144e+18,OL9 0PE,Greater Manchester,Chadderton,Unknown,Chadderton Park Road,53.5479789,53.5544981,-2.1559673,-2.1555874
-2.1546608,53.5491834,2.0965539938476664e+18,OL9 0GL,Greater Manchester,Chadderton,Chadderton Fold,Coptic Road,53.5491146,53.5498413,-2.1556823,-2.1544228
-2.1546706,53.5518799,3.586223022274075e+18,OL9 0QA,Greater Manchester,Chadderton,Chadderton Fold,Skipton Avenue,53.5503358,53.5519379,-2.1548373,-2.154751
-2.1530638,53.5249169,-5.642925588085775e+18,OL9 8HP,Greater Manchester,Failsworth,Butler Green,Turf Lane,53.524318,53.525517,-2.1545516,-2.1475342
-2.1530833,53.5303099,-2.8212181229014984e+18,OL9 8AH,Greater Manchester,Failsworth,Nimble Nook,Whitegate Avenue,53.5292647,53.5307781,-2.1544764,-2.1533996
-2.153093,53.5330064,-3.559985071546572e+18,OL9 8RN,Greater Manchester,Oldham,Nimble Nook,Broadway,53.5318518,53.5330937,-2.1534776,-2.1529109
-2.1514623,53.4988526,4.32549224265586e+18,M35 0QQ,Greater Manchester,Oldham,Holt Lane End,Warwick Road,53.4987306,53.5008362,-2.1528603,-2.1508362
-2.1515876,53.5339071,8.87694322455139e+18,OL9 8RG,Greater Manchester,Oldham,Nimble Nook,Eaves Lane,53.5337351,53.5341103,-2.1516712,-2.151047
-2.1516423,53.5491873,-4.1559260721263263e+18,OL9 0LZ,Greater Manchester,Chadderton,Chadderton Fold,Alligin Close,53.5494036,53.5499631,-2.1515234,-2.1508703
-2.1516551,53.5527826,1.158176677502942e+18,OL9 0RN,Greater Manchester,Chadderton,Unknown,Wimborne Avenue,53.5526354,53.5529131,-2.1517156,-2.1514694
-2.150012,53.5150335,4.043351733036255e+18,M35 9DU,Greater Manchester,Failsworth,Hollinwood,Oldham Road,53.5151767,53.5152767,-2.1501809,-2.1500809
-2.1500693,53.5312125,-2.2692013287906417e+18,OL9 8LP,Greater Manchester,Failsworth,Nimble Nook,Higher House Close,53.5304262,53.5312612,-2.1509521,-2.1468454
-2.1485765,53.5357086,4.281142566293761e+18,OL9 8PN,Greater Manchester,Chadderton,Nimble Nook,Marfield Avenue,53.5347523,53.5362293,-2.1487631,-2.1482073
-2.1486332,53.5518875,6.246331606426779e+18,OL9 0QL,Greater Manchester,Chadderton,Chadderton Fold,Conival Way,53.5513987,53.5519752,-2.1493468,-2.1485589
-2.1469897,53.5132396,2.187072744105561e+17,M35 9EA,Greater Manchester,Failsworth,Holt Lane End,Stansfield Road,53.5124174,53.5148394,-2.1487513,-2.1470915
-2.1455867,53.5438018,7.784369134374493e+18,OL9 9SX,Greater Manchester,Chadderton,Nimble Nook,Taylor Street,53.5434367,53.5456581,-2.1457004,-2.1453238
-2.1440532,53.536613,7.931643578989184e+18,OL9 8PF,Greater Manchester,Chadderton,Nimble Nook,Brooklands Avenue,53.5365579,53.5372436,-2.1442746,-2.1440574
-2.1440624,53.5393095,-8.323976893700204e+18,OL9 9BG,Greater Manchester,Chadderton,Nimble Nook,Unknown,53.5387938,53.5398487,-2.1440031,-2.1419909
-2.1442767,53.6022273,-1.5867449760728036e+18,OL16 4UB,Greater Manchester,Milnrow,Lower Place,Clarendon Street,53.6014792,53.6030694,-2.1448891,-2.1444346
-2.1425504,53.5384124,1.6662075884636188e+18,OL9 8QD,Greater Manchester,Chadderton,Butler Green,Denton Lane,53.5378911,53.5379911,-2.1427016,-2.1426016
-2.1412154,53.5905463,2.5123242652309574e+17,OL11 2BA,Greater Manchester,Milnrow,Unknown,Thornham New Road,53.5900477,53.5906301,-2.1430483,-2.1408621
-2.1395327,53.538416,3.720198279460852e+18,OL9 8QS,Greater Manchester,Chadderton,Butler Green,Ilkley Close,53.5379248,53.5384357,-2.1395716,-2.1393816
-2.1395653,53.5483031,3.926329729637207e+18,OL9 0DX,Greater Manchester,Chadderton,Busk,Cedar Crescent,53.5485404,53.5509812,-2.1421408,-2.1397602
-2.1379858,53.5267329,-4.1392345242282813e+18,OL9 7EX,Greater Manchester,Failsworth,Butler Green,Stanton Street,53.5266172,53.5270731,-2.1381711,-2.1376157
-2.1380297,53.5402154,-1.5376899604469332e+18,OL9 9LX,Greater Manchester,Chadderton,Werneth,Whitstable Close,53.5393988,53.5398625,-2.1388667,-2.1377773
-2.1380707,53.5527991,7.296792572249505e+17,OL9 0ES,Greater Manchester,Chadderton,Busk,Burnley Lane,53.5512672,53.5533167,-2.1384586,-2.1322331
-2.1365526,53.5501043,-3.555203226613448e+18,OL9 0EG,Greater Manchester,Chadderton,Busk,Laburnum Avenue,53.5500228,53.552947,-2.139298,-2.1361297
-2.1365874,53.5608903,1.4411347039764365e+18,OL2 5HD,Greater Manchester,Chadderton,Haggate,Cotswold Drive,53.5605347,53.5608552,-2.1381913,-2.1364965
-2.1349975,53.5357247,-2.772552261915318e+18,OL9 7TP,Greater Manchester,Chadderton,Werneth,Unknown,53.5358351,53.5359404,-2.1351111,-2.1350018
-2.1350233,53.5438142,8.724384681092525e+18,OL9 6JH,Greater Manchester,Chadderton,Busk,Middleton Road,53.5436616,53.5437616,-2.1351,-2.135
-2.135029,53.5456119,-2.504406668384834e+18,OL9 6SN,Greater Manchester,Chadderton,Busk,Prospect Road,53.5458323,53.546116,-2.1356458,-2.1344186
-2.1334774,53.5321311,-2.447065848417352e+18,OL9 7BT,Greater Manchester,Chadderton,Werneth,Cambridge Street,53.5319036,53.533067,-2.1385267,-2.1329682
-2.1334972,53.5384229,-7.445959520747582e+18,OL9 7EQ,Greater Manchester,Chadderton,Werneth,Unknown,53.5382524,53.5387787,-2.1340199,-2.1335485
-2.1335823,53.5653878,4.3000289903071985e+18,OL2 5TE,Greater Manchester,Royton,Unknown,Denbydale Way,53.5658186,53.5686094,-2.1343824,-2.1327171
-2.1335993,53.5707808,6.375432853881845e+18,OL2 5TQ,Greater Manchester,Oldham,Oozewood,Wensleydale Close,53.5700939,53.5712308,-2.1350936,-2.1340993
-2.1320079,53.5447164,-6.709998422685532e+18,OL9 6LG,Greater Manchester,Chadderton,Busk,Prospect Road,53.5440247,53.545877,-2.1343094,-2.1286579
-2.1320612,53.5617942,3.901528325068119e+18,OL2 5HR,Greater Manchester,Royton,Royley,Highlands Road,53.5614439,53.5620941,-2.1323652,-2.1317673
-2.1305931,53.5752783,3.224868281256646e+18,OL2 5RA,Greater Manchester,Oldham,High Crompton,Rochdale Road,53.5757199,53.5758199,-2.130611,-2.130511
-2.1289897,53.5447197,-2.744296404083482e+18,OL9 6LP,Greater Manchester,Chadderton,Busk,Surma Close,53.5449239,53.5451712,-2.1296162,-2.1289246
-2.1290445,53.5626963,-3.6361718931481405e+18,OL2 5LY,Greater Manchester,Royton,Royley,Elizabeth Avenue,53.5623891,53.5626188,-2.1301085,-2.1291959
-2.127413,53.5222505,-2.1154408279863117e+18,OL8 3TR,Greater Manchester,Oldham,Lime Side,Clive Street,53.5222048,53.5225289,-2.1279099,-2.1277222
-2.1274509,53.5348342,-8.249505096761847e+18,OL8 1AF,Greater Manchester,Chadderton,The Coppice,Windsor Road,53.5276809,53.5355005,-2.1278677,-2.1166581
-2.1244942,53.5555105,-7.614391964607459e+18,OL2 5BE,Greater Manchester,Royton,Holden Fold,Carlton Way,53.5549393,53.5569171,-2.128739,-2.1228915
-2.1245312,53.5680941,4.663740185857208e+18,OL2 5PH,Greater Manchester,Royton,Royley,Chester Place,53.5679956,53.5681717,-2.1246567,-2.1241263
-2.1245497,53.5743859,-1.0737662610027246e+18,OL2 6TY,Greater Manchester,Royton,Shaw and Crompton,Fir Lane,53.5744231,53.5745231,-2.1244605,-2.1243605
-2.1229873,53.5564109,-5.667765641030016e+18,OL2 5BD,Greater Manchester,Royton,Coldhurst,Norfolk Way,53.5559667,53.5566295,-2.1233731,-2.1228367
-2.1230526,53.5788816,-2.517033893325923e+18,OL2 6TY,Greater Manchester,Royton,Shaw and Crompton,Fir Lane,53.5788202,53.5789202,-2.1227969,-2.1226969
-2.1184965,53.5698979,1.2041843054449283e+18,OL2 6RE,Greater Manchester,Royton,Royley,Park Lane,53.5697987,53.5704045,-2.1201157,-2.1179619
-2.118499,53.5707967,4.653457160135652e+18,OL2 6PR,Greater Manchester,Royton,Shaw Edge,Martindale Close,53.5703398,53.571206,-2.1186137,-2.1181241
-2.1140005,53.5824859,2.804237141387957e+17,OL2 7LF,Greater Manchester,Shaw,High Crompton,Wood Street,53.5819854,53.5832593,-2.115836,-2.1119292
-2.1124518,53.5681061,-2.868968169305967e+18,OL2 6RR,Greater Manchester,Oldham,Shaw Edge,High Barn Road,53.5680713,53.5681713,-2.1122563,-2.1121563
-2.1109749,53.5806911,-6.915339947010853e+18,OL2 7JB,Greater Manchester,Shaw,High Crompton,Assheton Road,53.5806195,53.5816552,-2.1116994,-2.1103996
-2.1094273,53.5663112,-8.558536432427011e+18,OL2 6EB,Greater Manchester,Oldham,Shaw Edge,Lily Street,53.5656157,53.5662463,-2.1111615,-2.1097172
-2.0898257,53.5789112,-5.661836075060206e+17,OL2 8UU,Greater Manchester,Shaw,Wood End,Garret Grove,53.578661,53.5788657,-2.0904577,-2.089673
-2.2341644,53.4609675,-6.877869183009641e+18,M15 6GD,Greater Manchester,Unknown,Chorlton-on-Medlock,Cecil Street,53.4604184,53.4626937,-2.2343027,-2.2341247
-2.23256,53.4429936,-6.611040189940298e+18,M14 7DS,Greater Manchester,Unknown,Withington,Sopwith Drive,53.4426586,53.4427278,-2.2321915,-2.2320892
